Sentence,Region,DataSource,Country,is_synthetic,text_clean,word_count
عندما يشعر المرء بالملل، ربما يكون الطعام هو الحل الأمثل,general,SYNTHETIC,NA,True,عندما يشعر المرء بالملل، ربما يكون الطعام هو الحل الامثل,10
أجد الراحة في القراءة أثناء الاستراحة بعد العمل اليومي,general,SYNTHETIC,NA,True,اجد الراحه في القراءه اثناء الاستراحه بعد العمل اليومي,9
هذا الكتاب جديد تمامًا ولا أستطيع العثور على أي مشابهة له في المكتبة المحلية,general,SYNTHETIC,NA,True,هذا الكتاب جديد تماما ولا استطيع العثور علي اي مشابهه له في المكتبه المحليه,14
يفضل تناول الغداء في الساعة الثالثة بعد ظهرًا لتعزيز الطاقة,general,SYNTHETIC,NA,True,يفضل تناول الغداء في الساعه الثالثه بعد ظهرا لتعزيز الطاقه,10
من الصعب تحمل الضغوطات المهنية دون التعبير عن المشاعر,general,SYNTHETIC,NA,True,من الصعب تحمل الضغوطات المهنيه دون التعبير عن المشاعر,9
تفضل السيدة خديجة أن تكون جاهزة للسفر خلال أسبوعين,general,SYNTHETIC,NA,True,تفضل السيده خديجه ان تكون جاهزه للسفر خلال اسبوعين,9
استغرقت لي ساعات طويلة في البحث عن كتاب يناسب رغباتي,general,SYNTHETIC,NA,True,استغرقت لي ساعات طويله في البحث عن كتاب يناسب رغباتي,10
أحب قراءة الروايات التاريخية لأستعيد ذكريات الماضي,general,SYNTHETIC,NA,True,احب قراءه الروايات التاريخيه لاستعيد ذكريات الماضي,7
يرى بعض الباحثين إمكانية استخدام الذكاء الاصطناعي لتطوير الأدوية,general,SYNTHETIC,NA,True,يري بعض الباحثين امكانيه استخدام الذكاء الاصطناعي لتطوير الادويه,9
أنا من المعجبين بجودة الأفلام التي يتم إنتاجها في الهند,general,SYNTHETIC,NA,True,انا من المعجبين بجوده الافلام التي يتم انتاجها في الهند,10
يتعرض الأطفال للتمدد المستمر بفضل تقنيات التسوق عبر الإنترنت,general,SYNTHETIC,NA,True,يتعرض الاطفال للتمدد المستمر بفضل تقنيات التسوق عبر الانترنت,9
تتطلع الأم إلى استعادة عائلتها الكبيرة عندما تتمكن من السفر,general,SYNTHETIC,NA,True,تتطلع الام الي استعاده عائلتها الكبيره عندما تتمكن من السفر,10
أنا معجب بموقع التقويم الذي يقوم بتنظيم حياة العمل بشكل فعال,general,SYNTHETIC,NA,True,انا معجب بموقع التقويم الذي يقوم بتنظيم حياه العمل بشكل فعال,11
يجد بعض الأشخاص صعوبة في الاستفادة من وسائل التواصل الاجتماعي,general,SYNTHETIC,NA,True,يجد بعض الاشخاص صعوبه في الاستفاده من وسائل التواصل الاجتماعي,10
يعاني الكثير من الطلاب من صعوبة دراسة المواد العلمية الدقيقة,general,SYNTHETIC,NA,True,يعاني الكثير من الطلاب من صعوبه دراسه المواد العلميه الدقيقه,10
تعتبر المكملات الغذائية طريقة رائعة للحفاظ على الصحة البدنية,general,SYNTHETIC,NA,True,تعتبر المكملات الغذائيه طريقه رائعه للحفاظ علي الصحه البدنيه,9
من الصعب التأقلم مع نظام نوم غير منتظم دون الأدوية,general,SYNTHETIC,NA,True,من الصعب التاقلم مع نظام نوم غير منتظم دون الادويه,10
تقوم العديد من الشركات بتحديث البرمجيات بشكل دوري لتلافي الثغرات الأمنية,general,SYNTHETIC,NA,True,تقوم العديد من الشركات بتحديث البرمجيات بشكل دوري لتلافي الثغرات الامنيه,11
يظهر البعض من الكتاب أنهم لا يثقون بالقراءة الإلكترونية بدلاً من纸质版,general,SYNTHETIC,NA,True,يظهر البعض من الكتاب انهم لا يثقون بالقراءه الالكترونيه بدلا من,11
تفضل زوجتي الأطباق清淡ة لأنها تعزز الصحة والعافية,general,SYNTHETIC,NA,True,تفضل زوجتي الاطباق ه لانها تعزز الصحه والعافيه,8
يواجه المعلمين تحديات متعددة في عملية التعليم الحالية,general,SYNTHETIC,NA,True,يواجه المعلمين تحديات متعدده في عمليه التعليم الحاليه,8
ينتابني الشك عندما أستعرض رسائل الفيسبوك الأخيرة,general,SYNTHETIC,NA,True,ينتابني الشك عندما استعرض رسائل الفيسبوك الاخيره,7
تعاني بعض المناطق من سوء التغذية بسبب ندرة الغذاء هناك,general,SYNTHETIC,NA,True,تعاني بعض المناطق من سوء التغذيه بسبب ندره الغذاء هناك,10
أرى أن النشرات اليومية للأطباء تؤثر على عاداتنا الصحية,general,SYNTHETIC,NA,True,اري ان النشرات اليوميه للاطباء تؤثر علي عاداتنا الصحيه,9
من المفيد أن نتحدث مع أصدقائنا عن مشاعرنا السلبية بشكل منتظم,general,SYNTHETIC,NA,True,من المفيد ان نتحدث مع اصدقائنا عن مشاعرنا السلبيه بشكل منتظم,11
تتغير تفضيلي نحو الطعام بعدما ذهبت إلى سوق الجملة الأسبوع الماضي,general,SYNTHETIC,NA,True,تتغير تفضيلي نحو الطعام بعدما ذهبت الي سوق الجمله الاسبوع الماضي,11
أفكر كثيراً في كيفية استخدام الطاقة بشكل أذكي ومستدام في المنزل,general,SYNTHETIC,NA,True,افكر كثيرا في كيفيه استخدام الطاقه بشكل اذكي ومستدام في المنزل,11
يبدو أن المحادثات حول المناخ تتزايد بشكل ملحوظ في المؤتمرات الدولية,general,SYNTHETIC,NA,True,يبدو ان المحادثات حول المناخ تتزايد بشكل ملحوظ في المؤتمرات الدوليه,11
أنا غاضب الآن من عدم وجود الوقت الكافي لأهلاوي,general,SYNTHETIC,NA,True,انا غاضب الان من عدم وجود الوقت الكافي لاهلاوي,9
من الصعب تجاهل التحديات التي تواجه المستخدمين في تطبيق الأندرويد,general,SYNTHETIC,NA,True,من الصعب تجاهل التحديات التي تواجه المستخدمين في تطبيق الاندرويد,10
أحب الرساميل التي تمتلك خبرة في مجال الأعمال التقليدية,general,SYNTHETIC,NA,True,احب الرساميل التي تمتلك خبره في مجال الاعمال التقليديه,9
يبدو أن الاتصالات الجيدة هي السبيل لنجاح أي مشروع جديد,general,SYNTHETIC,NA,True,يبدو ان الاتصالات الجيده هي السبيل لنجاح اي مشروع جديد,10
أنا سعيد بقدوم الشهر العقاري حيث يمكنني شراء العقار الذي أريده,general,SYNTHETIC,NA,True,انا سعيد بقدوم الشهر العقاري حيث يمكنني شراء العقار الذي اريده,11
ينتابني اليأس عندما أشعر بالخيبات المتكررة في العمل,general,SYNTHETIC,NA,True,ينتابني الياس عندما اشعر بالخيبات المتكرره في العمل,8
أعتز بكوني جزء من هذه المجموعة الاجتماعية المتنوعة والودية,general,SYNTHETIC,NA,True,اعتز بكوني جزء من هذه المجموعه الاجتماعيه المتنوعه والوديه,9
تختلف رغباتنا الشخصية تبعاً لتغييرات الرفاهية الحياتية المستمرة,general,SYNTHETIC,NA,True,تختلف رغباتنا الشخصيه تبعا لتغييرات الرفاهيه الحياتيه المستمره,8
أنا حزين لأن الأيام الماضية لم تمنحني فرصتى للتعبير عن مشاعري,general,SYNTHETIC,NA,True,انا حزين لان الايام الماضيه لم تمنحني فرصتي للتعبير عن مشاعري,11
أنا متفائلا بشأن مشاريع التدريب الجديدة لأنها تعكس الابتكار والتطور,general,SYNTHETIC,NA,True,انا متفائلا بشان مشاريع التدريب الجديده لانها تعكس الابتكار والتطور,10
أتفهم أن الاحترام المتبادل هو أساس أي علاقة مبنية على الثقة,general,SYNTHETIC,NA,True,اتفهم ان الاحترام المتبادل هو اساس اي علاقه مبنيه علي الثقه,11
يبدو أن الصيام يؤثر على قوة النوم خلال رمضان,general,SYNTHETIC,NA,True,يبدو ان الصيام يؤثر علي قوه النوم خلال رمضان,9
أشعر بالحماس لرؤية أول إعلان جديد على القنوات الفضائية,general,SYNTHETIC,NA,True,اشعر بالحماس لرؤيه اول اعلان جديد علي القنوات الفضائيه,9
رغم صعوبة الأمور، فإن الصبر هو السبيل للتغلب عليها جميعها,general,SYNTHETIC,NA,True,رغم صعوبه الامور، فان الصبر هو السبيل للتغلب عليها جميعها,10
أحب أن أقرأ قصص الأطفال قبل النوم,general,SYNTHETIC,NA,True,احب ان اقرا قصص الاطفال قبل النوم,7
ما زلت أتطلع إلى تذوق اللحم الشرقي القادم من السوق,general,SYNTHETIC,NA,True,ما زلت اتطلع الي تذوق اللحم الشرقي القادم من السوق,10
يرى البعض أن التعليم الجيد يحتاج إلى وسط تربوي مدعم,general,SYNTHETIC,NA,True,يري البعض ان التعليم الجيد يحتاج الي وسط تربوي مدعم,10
يتسابق الكثير من الشباب لإطلاق مشاريعهم الخاصة في مجال الذكاء الاصطناعي,general,SYNTHETIC,NA,True,يتسابق الكثير من الشباب لاطلاق مشاريعهم الخاصه في مجال الذكاء الاصطناعي,11
لطالما كنت محباً للرسم بألوان الشوكولاتة الفاتحة,general,SYNTHETIC,NA,True,لطالما كنت محبا للرسم بالوان الشوكولاته الفاتحه,7
من المهم أن نتذكر دائمًا التسامح بين مختلف الثقافات والأعراق,general,SYNTHETIC,NA,True,من المهم ان نتذكر دائما التسامح بين مختلف الثقافات والاعراق,10
أنا من فضول المعلومة دائمًا أبحث عن الجديد على قنوات الواقعية,general,SYNTHETIC,NA,True,انا من فضول المعلومه دائما ابحث عن الجديد علي قنوات الواقعيه,11
تفضل عادة الكثير من الناس في شرق أوروبا قهوة البن الكسيلي المعدنية,general,SYNTHETIC,NA,True,تفضل عاده الكثير من الناس في شرق اوروبا قهوه البن الكسيلي المعدنيه,12
يجد البعض صعوبة في التكيف مع نظام النوم المتأخر بعد يوم طويل من العمل,general,SYNTHETIC,NA,True,يجد البعض صعوبه في التكيف مع نظام النوم المتاخر بعد يوم طويل من العمل,14
أنا أعجب كثيراً بقصة حياة بعض الشخصيات التاريخية المعروفة,general,SYNTHETIC,NA,True,انا اعجب كثيرا بقصه حياه بعض الشخصيات التاريخيه المعروفه,9
من المفيد دائماً الاستماع لمجموعة متنوعة من الأغاني العربية التقليدية,general,SYNTHETIC,NA,True,من المفيد دائما الاستماع لمجموعه متنوعه من الاغاني العربيه التقليديه,10
أشعر بأن الصداقة الجيدة هي أقوى ما يمكن الحصول عليه في هذا الزمان,general,SYNTHETIC,NA,True,اشعر بان الصداقه الجيده هي اقوي ما يمكن الحصول عليه في هذا الزمان,13
العمل عن بعد أصبح أكثر شيوعًا بسبب جائحة كورونا,general,SYNTHETIC,NA,True,العمل عن بعد اصبح اكثر شيوعا بسبب جائحه كورونا,9
إنه وقت جميل يبدأ من الساعة العاشرة مساءً حتى الثانية صباحًا,general,SYNTHETIC,NA,True,انه وقت جميل يبدا من الساعه العاشره مساء حتي الثانيه صباحا,11
أعتقد أن التعلم المستمر هو الطريق الصحيح نحو النجاح والتطور,general,SYNTHETIC,NA,True,اعتقد ان التعلم المستمر هو الطريق الصحيح نحو النجاح والتطور,10
إن الصيام في رمضان يتطلب مني صبراً وتفانيًا، هل تجد نفسك في هذا الطريق؟,general,SYNTHETIC,NA,True,ان الصيام في رمضان يتطلب مني صبرا وتفانيا، هل تجد نفسك في هذا الطريق؟,14
يبدو أن الطقس سيطردنا من حفل الزفاف رغم الحرص على إسعاد أهلي.,general,SYNTHETIC,NA,True,يبدو ان الطقس سيطردنا من حفل الزفاف رغم الحرص علي اسعاد اهلي,12
أنا متفائل بأن تحسين البنية التحتية سيساهم في جعل المدينة أكثر استقرارًا.,general,SYNTHETIC,NA,True,انا متفائل بان تحسين البنيه التحتيه سيساهم في جعل المدينه اكثر استقرارا,12
الحل الشافي للتوترات الاجتماعية يكمن في الحوار المفتوح والبناء بين الأطراف.,general,SYNTHETIC,NA,True,الحل الشافي للتوترات الاجتماعيه يكمن في الحوار المفتوح والبناء بين الاطراف,11
أنا حقاً أحب هذا الطبق من اللحم المليء بالنكهات التي أشتهر بها شيفنا الخاص.,general,SYNTHETIC,NA,True,انا حقا احب هذا الطبق من اللحم المليء بالنكهات التي اشتهر بها شيفنا الخاص,14
تستغل الصحف المحلية الفجوات السياسية لتعزيز موقفها السياسي أمام القارئ.,general,SYNTHETIC,NA,True,تستغل الصحف المحليه الفجوات السياسيه لتعزيز موقفها السياسي امام القارئ,10
كنت أفكر بعمق في هذه الأسئلة قبل أن أتمكن من وضع الرد عليها.,general,SYNTHETIC,NA,True,كنت افكر بعمق في هذه الاسئله قبل ان اتمكن من وضع الرد عليها,13
كثيراً ما أشعر بالراحة عندما أقوم بتحضير قهوة الصباح بدقة وباحترافية.,general,SYNTHETIC,NA,True,كثيرا ما اشعر بالراحه عندما اقوم بتحضير قهوه الصباح بدقه وباحترافيه,11
بالرغم من الإجهاد اليومي، فإن السعي لتحقيق الأهداف المهنية يمكن أن يجعلنا سعداء.,general,SYNTHETIC,NA,True,بالرغم من الاجهاد اليومي، فان السعي لتحقيق الاهداف المهنيه يمكن ان يجعلنا سعداء,13
ما زلت أفكر في طريقة جديدة لإعداد الكيك بالبرتقال، هل لديك فكرة؟,general,SYNTHETIC,NA,True,ما زلت افكر في طريقه جديده لاعداد الكيك بالبرتقال، هل لديك فكره؟,12
أنا أتطلع بشدة إلى اكتشاف ما سيكشف عن التحديث الجديد لتطبيق موبايلي.,general,SYNTHETIC,NA,True,انا اتطلع بشده الي اكتشاف ما سيكشف عن التحديث الجديد لتطبيق موبايلي,12
كنت أستمتع بممارسة الألعاب الإلكترونية مع أصدقائي على مدار الساعة.,general,SYNTHETIC,NA,True,كنت استمتع بممارسه الالعاب الالكترونيه مع اصدقائي علي مدار الساعه,10
أتمنى أن تستمر هذه المبادرة لتحسين الحالة الاجتماعية في البلاد.,general,SYNTHETIC,NA,True,اتمني ان تستمر هذه المبادره لتحسين الحاله الاجتماعيه في البلاد,10
هل يمكنك تشغيل الصوت لأنني لم أتمكن بعد من الاستماع إلى ذلك المقطع؟,general,SYNTHETIC,NA,True,هل يمكنك تشغيل الصوت لانني لم اتمكن بعد من الاستماع الي ذلك المقطع؟,13
أنا متأكد أن النصائح حول تحسين السلوك الصحي ستساعد الكثيرين في حياتهم.,general,SYNTHETIC,NA,True,انا متاكد ان النصائح حول تحسين السلوك الصحي ستساعد الكثيرين في حياتهم,12
لا تزال مشكلتي مع الجهاز الفني قائمة، هل يجب علي إعادة النظر في قراري؟,general,SYNTHETIC,NA,True,لا تزال مشكلتي مع الجهاز الفني قائمه، هل يجب علي اعاده النظر في قراري؟,14
أنا متفائل أن الأيام القادمة ستشهد تحولاً كبيراً في حياتي المهنية والشخصية.,general,SYNTHETIC,NA,True,انا متفائل ان الايام القادمه ستشهد تحولا كبيرا في حياتي المهنيه والشخصيه,12
يبدو أن الصباح أصبح أجمل من ذي قبل بعد استبدال النور الساطع بالطيف الأزرق,general,SYNTHETIC,NA,True,يبدو ان الصباح اصبح اجمل من ذي قبل بعد استبدال النور الساطع بالطيف الازرق,14
لدينا قرار مهم بشأن المشروع الجديد، ولكن لا نزال ننتظر رد الجهات المختصة,general,SYNTHETIC,NA,True,لدينا قرار مهم بشان المشروع الجديد، ولكن لا نزال ننتظر رد الجهات المختصه,13
كثيرون يشعرون بالقلق بشأن ارتفاع الأسعار، لكن البعض الآخر يعتقد أن هذا طبيعي في هذه الحالة,general,SYNTHETIC,NA,True,كثيرون يشعرون بالقلق بشان ارتفاع الاسعار، لكن البعض الاخر يعتقد ان هذا طبيعي في هذه الحاله,16
ما هي الأفكار الجديدة التي طرحها الطلاب في المحاضرة اليوم؟ أتوقع أن تكون مدهشة,general,SYNTHETIC,NA,True,ما هي الافكار الجديده التي طرحها الطلاب في المحاضره اليوم؟ اتوقع ان تكون مدهشه,14
يبدو أن الطقس سيتحسن غداً، لكن علينا الاستعداد لحالات سوء الطقس المرتبطة به,general,SYNTHETIC,NA,True,يبدو ان الطقس سيتحسن غدا، لكن علينا الاستعداد لحالات سوء الطقس المرتبطه به,13
ما هو الحل الأمثل لمشكلة النقص في المياه التي تعاني منها منطقة القصيم lately?,general,SYNTHETIC,NA,True,ما هو الحل الامثل لمشكله النقص في المياه التي تعاني منها منطقه القصيم,13
أنا أحب التسوق كثيراً، خاصة في الأوقات الرائعة التي تأتي بها العروض المغرية على المنتجات,general,SYNTHETIC,NA,True,انا احب التسوق كثيرا، خاصه في الاوقات الرائعه التي تاتي بها العروض المغريه علي المنتجات,15
تستمتع الكائنات البحرية بمياه البحر الدافئة والأرض الباردة، فهي تعيش بطريقة متوازنة للغاية,general,SYNTHETIC,NA,True,تستمتع الكائنات البحريه بمياه البحر الدافئه والارض البارده، فهي تعيش بطريقه متوازنه للغايه,13
